"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","203 - KINGS FORK","03","Congressional","2","0","1104","10","1106","3577","181","3758"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","204 - HILLPOINT","03","Congressional","9","0","947","7","956","2926","182","3108"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","301 - WHITE MARSH","04","Congressional","2","0","267","3","269","911","59","970"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","302 - JOHN F KENNEDY","03","Congressional","4","0","467","15","471","3398","214","3612"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","302 - JOHN F KENNEDY","04","Congressional","4","0","393","15","397","3398","214","3612"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","304 - NANSEMOND RIVER","03","Congressional","3","0","1083","30","1086","2920","160","3080"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","305 - SHOULDERS HILL","03","Congressional","1","0","514","8","515","1155","49","1204"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","401 - AIRPORT","04","Congressional","1","0","583","8","584","1641","69","1710"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","402 - WHALEYVILLE","04","Congressional","4","0","885","5","889","1824","91","1915"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","403 - SOUTHSIDE","04","Congressional","0","0","365","4","365","1615","129","1744"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","404 - BOOKER T WASHINGTON","03","Congressional","2","0","139","6","141","2335","199","2534"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","404 - BOOKER T WASHINGTON","04","Congressional","2","0","449","6","451","2335","199","2534"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","405 - PITTMANTOWN","04","Congressional","1","0","323","4","324","704","22","726"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","501 - KILBYS MILL","04","Congressional","5","0","1211","4","1216","3185","119","3304"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","502 - HOLLAND","04","Congressional","7","0","1352","10","1359","3004","93","3097"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","504 - LAKE COHOON","03","Congressional","2","0","279","6","281","3191","102","3293"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","504 - LAKE COHOON","04","Congressional","2","0","1115","6","1117","3191","102","3293"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","601 - LAKESIDE","04","Congressional","0","0","817","9","817","2951","184","3135"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","602 - OLDE TOWNE","03","Congressional","2","0","242","0","244","890","79","969"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","602 - OLDE TOWNE","04","Congressional","2","0","2","0","4","890","79","969"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","603 - ELEPHANTS FORK/WESTHAVEN","04","Congressional","2","0","326","3","328","971","49","1020"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","604 - WILROY","03","Congressional","1","0","826","10","827","2378","112","2490"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","605 - HOLLYWOOD","03","Congressional","1","0","352","13","353","1472","111","1583"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","702 - HARBOURVIEW","03","Congressional","17","0","1521","32","1538","3772","198","3970"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","704 - BURBAGE GRANT","03","Congressional","4","0","1294","6","1298","2868","167","3035"
"2021 November General ","2021-11-02 00:00:00","SUFFOLK CITY","706 - HUNTERSVILLE","03","Congressional","4","0","1172","19","1176","3568","314","3882"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","##AB - Central Absentee Precinct","00","Local","0","291","0","0","291","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","##AB - Central Absentee Precinct","04","Congressional","0","291","0","0","291","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","##EV - Central Absentee Precinct","00","Local","0","982","0","3","982","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","##EV - Central Absentee Precinct","04","Congressional","0","982","0","3","982","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","##PE - Central Absentee Precinct","00","Local","0","8","0","0","8","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","##PE - Central Absentee Precinct","04","Congressional","0","8","0","0","8","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","101 - SURRY","04","Congressional","0","0","425","0","425","1149","27","1176"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","201 - BACONS CASTLE","04","Congressional","0","0","456","0","456","1052","36","1088"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","301 - DENDRON","04","Congressional","0","0","456","0","456","1071","44","1115"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","401 - CARSLEY","04","Congressional","0","0","495","0","495","1085","31","1116"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","501 - CLAREMONT","04","Congressional","0","0","324","0","324","677","15","692"
"2021 November General ","2021-11-02 00:00:00","SURRY COUNTY","502 - SPRING GROVE","04","Congressional","0","0","118","0","118","372","19","391"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","##AB - Central Absentee Precinct","00","Local","0","318","0","0","318","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","##AB - Central Absentee Precinct","04","Congressional","0","318","0","0","318","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","##EV - Central Absentee Precinct","00","Local","0","852","0","0","852","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","##EV - Central Absentee Precinct","04","Congressional","0","852","0","0","852","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","##PE - Central Absentee Precinct","00","Local","0","3","0","0","3","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","##PE - Central Absentee Precinct","04","Congressional","0","3","0","0","3","0","0","0"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","101 - WAVERLY","04","Congressional","2","0","411","0","413","1111","40","1151"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","201 - STONY CREEK","04","Congressional","0","0","351","0","351","815","28","843"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","202 - LITTLE MILL","04","Congressional","0","0","102","0","102","224","5","229"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","301 - COURTHOUSE","04","Congressional","2","0","333","0","335","889","27","916"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","302 - WAKEFIELD","04","Congressional","0","0","139","0","139","241","3","244"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","401 - MARS HILL","04","Congressional","1","0","435","0","436","1017","26","1043"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","402 - WEST WAKEFIELD","04","Congressional","0","0","41","0","41","134","3","137"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","501 - HENRY","04","Congressional","0","0","374","0","374","818","18","836"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","502 - YALE","04","Congressional","1","0","154","0","155","374","17","391"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","601 - BLACKWATER","04","Congressional","0","0","348","0","348","765","18","783"
"2021 November General ","2021-11-02 00:00:00","SUSSEX COUNTY","602 - NEWVILLE","04","Congressional","2","0","164","0","166","461","18","479"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","##AB - Central Absentee Precinct","00","Local","0","702","0","0","702","0","0","0"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","##AB - Central Absentee Precinct","09","Congressional","0","702","0","0","702","0","0","0"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","##EV - Central Absentee Precinct","00","Local","0","3628","0","92","3628","0","0","0"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","##EV - Central Absentee Precinct","09","Congressional","0","3628","0","92","3628","0","0","0"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","##PE - Central Absentee Precinct","00","Local","0","24","0","0","24","0","0","0"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","##PE - Central Absentee Precinct","09","Congressional","0","24","0","0","24","0","0","0"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","101 - INDIAN VALLEY","09","Congressional","0","0","383","2","383","876","52","928"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","102 - TIP TOP","09","Congressional","0","0","231","0","231","620","50","670"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","103 - MUNDY TOWN","09","Congressional","2","0","437","10","439","1385","83","1468"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","104 - FALLS MILLS","09","Congressional","0","0","318","3","318","718","71","789"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","106 - POCAHONTAS","09","Congressional","0","0","128","4","128","322","32","354"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","107 - AMONATE","09","Congressional","0","0","39","0","39","114","43","157"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","109 - BISHOP","09","Congressional","0","0","105","1","105","268","28","296"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","112 - BANDY","09","Congressional","0","0","139","1","139","253","44","297"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","203 - BURKES GARDEN","09","Congressional","0","0","91","2","91","149","19","168"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","204 - CLEAR FORK","09","Congressional","0","0","282","4","282","711","37","748"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","207 - FREESTONE","09","Congressional","0","0","116","2","116","186","25","211"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","209 - JEFFERSONVILLE","09","Congressional","1","0","1020","11","1021","3794","179","3973"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","214 - THOMPSON VALLEY","09","Congressional","0","0","325","2","325","730","51","781"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","301 - CEDAR BLUFF","09","Congressional","0","0","1007","5","1007","2691","289","2980"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","302 - BAPTIST VALLEY","09","Congressional","0","0","237","2","237","605","50","655"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","303 - PAINT LICK","09","Congressional","0","0","837","6","837","2067","67","2134"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","401 - RICHLANDS","09","Congressional","5","0","1685","30","1690","4690","287","4977"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","402 - JEWELL RIDGE","09","Congressional","0","0","164","7","164","303","48","351"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","501 - SPRINGVILLE","09","Congressional","2","0","743","5","745","1810","167","1977"
"2021 November General ","2021-11-02 00:00:00","TAZEWELL COUNTY","502 - GRAHAM","09","Congressional","6","0","1275","7","1281","3356","361","3717"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","0","0","0","0","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","4","0","0","4","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","1478","0","0","1478","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","2731","0","0","2731","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","3134","0","0","3134","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","3153","0","0","3153","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","3233","0","0","3233","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","4382","0","0","4382","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","00","Local","0","18115","0","0","18115","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##AB - Central Absentee Precinct","02","Congressional","2","18115","0","0","18117","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","6","0","6","6","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","8","0","6","8","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","3952","0","588","3952","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","5270","0","800","5270","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","5375","0","827","5375","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","6371","0","557","6371","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","7005","0","1344","7005","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","9428","0","778","9428","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","00","Local","0","37416","0","4906","37416","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##EV - Central Absentee Precinct","02","Congressional","0","37416","0","4906","37416","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","0","0","0","0","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","1","0","0","1","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","64","0","0","64","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","96","0","0","96","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","120","0","0","120","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","134","0","0","134","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","135","0","0","135","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","205","0","0","205","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","00","Local","0","811","0","0","811","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","##PE - Central Absentee Precinct","02","Congressional","0","811","0","0","811","0","0","0"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","001 - NORTH BEACH","02","Congressional","5","0","1613","28","1618","4111","233","4344"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","002 - SOUTH BEACH","02","Congressional","1","0","1225","15","1226","3840","311","4151"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","003 - OCEAN LAKES","02","Congressional","1","0","889","14","890","2368","155","2523"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","004 - LINKHORN","02","Congressional","3","0","1125","5","1128","3495","253","3748"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","005 - SEATACK","02","Congressional","6","0","980","32","986","3590","347","3937"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","006 - ALANTON","02","Congressional","5","0","1263","24","1268","3369","126","3495"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","007 - KINGSTON","02","Congressional","3","0","966","9","969","1903","54","1957"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","008 - LONDON BRIDGE","02","Congressional","5","0","1308","26","1313","3868","282","4150"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","009 - TRANTWOOD","02","Congressional","0","0","1108","22","1108","2807","105","2912"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","010 - GREAT NECK","02","Congressional","6","0","1129","8","1135","3462","108","3570"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","011 - CAPE HENRY","02","Congressional","1","0","1500","7","1501","3761","225","3986"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","012 - PLAZA","02","Congressional","3","0","1107","31","1110","3553","237","3790"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","013 - MT TRASHMORE","02","Congressional","6","0","1378","79","1384","3983","239","4222"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","014 - MALIBU","02","Congressional","2","0","1306","24","1308","3282","184","3466"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","015 - OLD DONATION","02","Congressional","3","0","878","11","881","2638","188","2826"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","016 - ARAGONA","02","Congressional","3","0","1456","39","1459","4193","301","4494"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","017 - OCEAN PARK","02","Congressional","3","0","777","7","780","2432","141","2573"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","018 - THOROUGHGOOD","02","Congressional","2","0","1249","29","1251","3489","133","3622"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","019 - LAKE SMITH","02","Congressional","4","0","751","14","755","1715","90","1805"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","020 - BAYSIDE","02","Congressional","1","0","1055","28","1056","2646","137","2783"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","021 - DAVIS CORNER","02","Congressional","2","0","956","3","958","3389","301","3690"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","022 - POINT O VIEW","02","Congressional","1","0","1068","37","1069","2331","197","2528"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","023 - ARROWHEAD","02","Congressional","6","0","1291","0","1297","3103","163","3266"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","024 - LARKSPUR","02","Congressional","1","0","917","14","918","2220","172","2392"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","025 - AVALON","02","Congressional","7","0","1748","72","1755","4424","256","4680"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","026 - FAIRFIELD","02","Congressional","2","0","1264","15","1266","2769","117","2886"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","027 - EDWIN","02","Congressional","4","0","1293","33","1297","2943","113","3056"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","028 - THALIA","02","Congressional","1","0","939","12","940","2144","121","2265"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","029 - HOLLAND","02","Congressional","4","0","964","38","968","3607","288","3895"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","030 - RED WING","02","Congressional","1","0","909","38","910","3285","411","3696"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","031 - SIGMA","02","Congressional","3","0","1487","7","1490","3580","130","3710"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","032 - CREEDS","02","Congressional","3","0","870","9","873","1542","49","1591"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","033 - CAPPS SHOP","02","Congressional","4","0","915","2","919","1661","49","1710"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","034 - BLACKWATER","02","Congressional","0","0","566","4","566","1003","44","1047"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","035 - COURTHOUSE","02","Congressional","1","0","915","39","916","3291","90","3381"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","036 - WINDSOR OAKS","02","Congressional","5","0","1258","33","1263","4114","236","4350"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","037 - CHESAPEAKE BEACH","02","Congressional","3","0","927","14","930","3003","425","3428"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","038 - WITCHDUCK","02","Congressional","5","0","1381","90","1386","3840","168","4008"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","039 - PEMBROKE","02","Congressional","4","0","461","6","465","4088","536","4624"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","039 - PEMBROKE","02","Congressional","4","0","846","14","850","4088","536","4624"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","040 - BONNEY","02","Congressional","1","0","818","16","819","3041","431","3472"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","041 - COLLEGE PARK","02","Congressional","12","0","23","1","35","3972","410","4382"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","041 - COLLEGE PARK","02","Congressional","12","0","1310","71","1322","3972","410","4382"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","042 - BRANDON","02","Congressional","7","0","1209","23","1216","3118","198","3316"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","043 - BELLAMY","02","Congressional","2","0","995","15","997","3201","230","3431"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","044 - CENTERVILLE","02","Congressional","8","0","1335","54","1343","3758","256","4014"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","045 - TIMBERLAKE","02","Congressional","3","0","1020","22","1023","3442","273","3715"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","046 - GREEN RUN","02","Congressional","1","0","929","18","930","3083","216","3299"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","047 - KINGS GRANT","02","Congressional","3","0","1589","20","1592","3395","215","3610"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","048 - WOLFSNARE","02","Congressional","4","0","1287","15","1291","3420","191","3611"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","049 - LYNNHAVEN","02","Congressional","3","0","1029","9","1032","3355","265","3620"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","050 - OCEANA","02","Congressional","1","0","669","17","670","2500","259","2759"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","051 - STRATFORD CHASE","02","Congressional","4","0","1038","17","1042","2733","251","2984"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","052 - HOMESTEAD","02","Congressional","7","0","1486","54","1493","4021","201","4222"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","053 - SHANNON","02","Congressional","1","0","977","39","978","2399","278","2677"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","054 - CROMWELL","02","Congressional","2","0","749","7","751","2254","148","2402"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","055 - MAGIC HOLLOW","02","Congressional","8","0","1038","32","1046","3914","312","4226"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","056 - EDINBURGH","02","Congressional","2","0","691","13","693","1435","53","1488"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","057 - SHERRY PARK","02","Congressional","1","0","4","0","5","1944","229","2172"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","057 - SHERRY PARK","02","Congressional","1","0","796","9","797","1944","229","2172"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","058 - GLENWOOD","02","Congressional","6","0","1228","9","1234","3047","241","3288"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","059 - SHELTON PARK","02","Congressional","3","0","830","24","833","2472","190","2662"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","060 - FOXFIRE","02","Congressional","4","0","1442","2","1446","3697","126","3823"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","061 - BAKER","02","Congressional","2","0","96","2","98","3719","658","4377"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","061 - BAKER","02","Congressional","2","0","816","14","818","3719","658","4377"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","062 - LANDSTOWN","02","Congressional","5","0","1313","18","1318","3445","168","3613"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","063 - CULVER","02","Congressional","2","0","1502","29","1504","4131","235","4366"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","064 - ROSEMONT FOREST","02","Congressional","2","0","998","3","1000","2710","153","2863"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","065 - COLONIAL","02","Congressional","2","0","1207","0","1209","2824","194","3018"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","066 - HUNT","02","Congressional","0","0","1109","15","1109","2770","127","2897"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","067 - EASTERN SHORE","02","Congressional","2","0","575","8","577","1893","259","2152"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","068 - MANOR","02","Congressional","3","0","1184","9","1187","2726","192","2918"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","069 - SHELL","02","Congressional","3","0","810","60","813","2623","254","2877"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","070 - CORPORATE LANDING","02","Congressional","4","0","1157","25","1161","3946","298","4244"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","071 - ROUND HILL","02","Congressional","7","0","663","6","670","1877","93","1970"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","072 - RUDEE","02","Congressional","2","0","1222","7","1224","3006","231","3237"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","073 - DAHLIA","02","Congressional","6","0","869","19","875","3028","225","3253"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","074 - BUCKNER","02","Congressional","1","0","842","30","843","2735","382","3117"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","075 - COLONY","02","Congressional","4","0","1340","8","1344","3525","179","3704"
"2021 November General ","2021-11-02 00:00:00","VIRGINIA BEACH CITY","076 - VILLAGE","02","Congressional","4","0","800","12","804","3378","379","3757"
